Entry,hybrid_cluster,Protein names,Gene Names,Keywords,Gene Ontology (GO),Function [CC]
A0A8T2J201,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),GDO86_005476,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C5PUV3,38,G-protein coupled receptors family 1 profile domain-containing protein,,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A8T2P4Q6,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),JZ751_007109,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3P8WWZ6,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A6P6Q9G6,38,Beta-2 adrenergic receptor-like,LOC113110293,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A4W5N3V0,38,Adrenoceptor beta 3b,,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
H3DFE9,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A7J6CCK9,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),G5714_014155,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A7K9BC15,38,ADB4C protein,Adrb4c DRONOV_R04936,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A3Q3FCG4,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A6J2VYI0,38,Adrenoceptor beta 3a,adrb3a,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3Q1EYR7,38,Adrenoceptor beta 3a,,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A6P3VP61,38,Adrenoceptor beta 3a,adrb3a,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3Q3KH39,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
H2LA48,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),LOC101159524,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A1L8H1Y4,38,Beta-4C adrenergic receptor,LOC108711602,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C3LEG7,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],
A0A7J6BUC9,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),G5714_020371,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A6J2UT41,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2a,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C7JXY5,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3P8WUV6,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
Q6PA75,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2.S adrb2 MGC68724,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],
A0A401TLL7,38,G-protein coupled receptors family 1 profile domain-containing protein,chiPu_0027516,Behavior;Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; serotonin binding [GO:0051378]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A671Q4W5,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3Q0SY12,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C4N433,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C9WDN7,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2 LOC108934207,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C5MDY5,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ADRB2,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Golgi apparatus;Hydroxylation;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix;Ubl conjugation,early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410]; regulation of smooth muscle contraction [GO:0006940],
A0A4W5P996,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A6P8G456,38,Beta-2 adrenergic receptor,LOC105888751,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A9D3NV16,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),KOW79_007298,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
W5LUC3,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A672FBM3,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),LOC115396002,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C9EKE9,38,G-protein coupled receptors family 1 profile domain-containing protein,,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
A0A3Q2ZU77,38,Adrenoceptor beta 3a,,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
H2ZZT8,38,Adrenoceptor beta 3,ADRB3,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410],
H3AQ59,38,Beta-1 adrenergic receptor (Beta-1 adrenoreceptor),ADRB1,Cell membrane;Disulfide bond;Endosome;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,early endosome [GO:0005769]; plasma membrane [GO:0005886]; beta1-adrenergic receptor activity [GO:0004940]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of heart contraction [GO:0045823]; positive regulation of MAPK cascade [GO:0043410]; regulation of heart rate [GO:0002027],
G7ZTX5,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2a,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A673BNU8,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2a,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C3AV61,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),adrb2a,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A444UZF2,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),EOD39_18953,Cell membrane;Disulfide bond;G-protein coupled receptor;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A8C2C7G2,38,Adrenoceptor beta 3b,,Cell membrane;Disulfide bond;G-protein coupled receptor;Membrane;Receptor;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta3-adrenergic receptor activity [GO:0015052]; epinephrine binding [GO:0051379]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A3B4CKI0,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
A0A498L822,38,Beta-2 adrenergic receptor (Beta-2 adrenoreceptor),ROHU_013031,Cell membrane;Disulfide bond;G-protein coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,plasma membrane [GO:0005886]; alpha2-adrenergic receptor activity [GO:0004938]; beta2-adrenergic receptor activity [GO:0004941]; norepinephrine binding [GO:0051380]; adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071880]; adenylate cyclase-inhibiting adrenergic receptor signaling pathway [GO:0071881]; norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure [GO:0002025]; positive regulation of MAPK cascade [GO:0043410],
